feat 0 | feat 1 | feat 2 | feat 3 | feat 4 | brake | releasebrake | Q | 
66.51 | 0 | 0 | 2.8 | 0 | 1 | 0 | 1.5 | 
66.51 | 0 | 0 | 2.8 | 0 | 0 | 1 | 1.25 | 
67.51 | 0 | 0 | 2.9 | 0 | 1 | 0 | 2.75 | 
67.51 | 0 | 0 | 2.9 | 0 | 0 | 1 | 0 | 
68.51 | 0 | 0 | 3.0 | 0 | 1 | 0 | 3.5 | 
68.51 | 0 | 0 | 3.0 | 0 | 0 | 1 | 0 | 
69.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | 3.75 | 
69.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | 0 | 
70.51 | 0 | 0 | 3.2 | 0 | 1 | 0 | 0 | 
70.51 | 0 | 0 | 3.2 | 0 | 0 | 1 | 3.5 | 
71.51 | 0 | 0 | 3.3 | 0 | 1 | 0 | 3.75 | 
71.51 | 0 | 0 | 3.3 | 0 | 0 | 1 | 0 | 
72.51 | 0 | 0 | 3.4 | 0 | 1 | 0 | 0 | 
72.51 | 0 | 0 | 3.4 | 0 | 0 | 1 | 3.5 | 
73.51 | 0 | 0 | 3.5 | 0 | 1 | 0 | 3.0 | 
73.51 | 0 | 0 | 3.5 | 0 | 0 | 1 | 2.25 | 
74.51 | 0 | 0 | 3.6 | 0 | 1 | 0 | 3.5 | 
74.51 | 0 | 0 | 3.6 | 0 | 0 | 1 | 2.25 | 
75.51 | 0 | 0 | 3.7 | 0 | 1 | 0 | 4.25 | 
75.51 | 0 | 0 | 3.7 | 0 | 0 | 1 | 0 | 
76.51 | 0 | 0 | 3.8 | 0 | 1 | 0 | 0 | 
76.51 | 0 | 0 | 3.8 | 0 | 0 | 1 | 3.5 | 
77.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | 2.25 | 
77.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | 3.0 | 
78.51 | 0 | 0 | 4.0 | 0 | 1 | 0 | 4.0 | 
78.51 | 0 | 0 | 4.0 | 0 | 0 | 1 | 0 | 
79.51 | 0 | 0 | 4.1 | 0 | 1 | 0 | 0 | 
79.51 | 0 | 0 | 4.1 | 0 | 0 | 1 | 3.75 | 
80.51 | 0 | 0 | 4.2 | 0 | 1 | 0 | 4.5 | 
80.51 | 0 | 0 | 4.2 | 0 | 0 | 1 | 0 | 
81.51 | 0 | 0 | 4.3 | 0 | 1 | 0 | 5.25 | 
81.51 | 0 | 0 | 4.3 | 0 | 0 | 1 | 0 | 
82.51 | 0 | 0 | 4.4 | 0 | 1 | 0 | 6.0 | 
82.51 | 0 | 0 | 4.4 | 0 | 0 | 1 | 0 | 
83.51 | 0 | 0 | 4.5 | 0 | 1 | 0 | 6.75 | 
83.51 | 0 | 0 | 4.5 | 0 | 0 | 1 | 0 | 
84.51 | 0 | 0 | 4.6 | 0 | 1 | 0 | 7.0 | 
84.51 | 0 | 0 | 4.6 | 0 | 0 | 1 | 0 | 
85.51 | 0 | 0 | 4.7 | 0 | 1 | 0 | 4.25 | 
85.51 | 0 | 0 | 4.7 | 0 | 0 | 1 | 5.0 | 
86.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 0 | 
86.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 3.5 | 
86.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 5000.0 | 
86.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 0 | 
65.51 | 0 | 0 | 3.3 | 1 | 1 | 0 | 0 | 
65.51 | 0 | 0 | 3.3 | 1 | 0 | 1 | 0 | 
79.51 | 0 | 0 | 4.8 | 0 | 1 | 0 | 10001.7 | 
79.51 | 0 | 0 | 4.8 | 0 | 0 | 1 | 10002.66 | 
79.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 9998.78 | 
79.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 10000.0 | 
79.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
79.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
54.51 | 0 | 0 | 1.7 | 0 | 1 | 0 | 2.25 | 
54.51 | 0 | 0 | 1.7 | 0 | 0 | 1 | 0 | 
55.51 | 0 | 0 | 1.8 | 0 | 1 | 0 | 2.0 | 
55.51 | 0 | 0 | 1.8 | 0 | 0 | 1 | 1.5 | 
56.51 | 0 | 0 | 1.9 | 0 | 1 | 0 | 3.25 | 
56.51 | 0 | 0 | 1.9 | 0 | 0 | 1 | 0 | 
57.51 | 0 | 0 | 2.0 | 0 | 1 | 0 | 4.0 | 
57.51 | 0 | 0 | 2.0 | 0 | 0 | 1 | 0 | 
58.51 | 0 | 0 | 2.1 | 0 | 1 | 0 | 4.75 | 
58.51 | 0 | 0 | 2.1 | 0 | 0 | 1 | 0 | 
59.51 | 0 | 0 | 2.2 | 0 | 1 | 0 | 5.5 | 
59.51 | 0 | 0 | 2.2 | 0 | 0 | 1 | 0 | 
60.51 | 0 | 0 | 2.3 | 0 | 1 | 0 | 6.25 | 
60.51 | 0 | 0 | 2.3 | 0 | 0 | 1 | 0 | 
61.51 | 0 | 0 | 2.4 | 0 | 1 | 0 | 6.5 | 
61.51 | 0 | 0 | 2.4 | 0 | 0 | 1 | 0 | 
62.51 | 0 | 0 | 2.5 | 0 | 1 | 0 | 0 | 
62.51 | 0 | 0 | 2.5 | 0 | 0 | 1 | 6.25 | 
63.51 | 0 | 0 | 2.6 | 0 | 1 | 0 | 7.0 | 
63.51 | 0 | 0 | 2.6 | 0 | 0 | 1 | 0 | 
64.51 | 0 | 0 | 2.7 | 0 | 1 | 0 | 5.5 | 
64.51 | 0 | 0 | 2.7 | 0 | 0 | 1 | 4.5 | 
65.51 | 0 | 0 | 2.8 | 0 | 1 | 0 | 8.0 | 
65.51 | 0 | 0 | 2.8 | 0 | 0 | 1 | 0 | 
66.51 | 0 | 0 | 2.9 | 0 | 1 | 0 | 8.25 | 
66.51 | 0 | 0 | 2.9 | 0 | 0 | 1 | 0 | 
67.51 | 0 | 0 | 3.0 | 0 | 1 | 0 | 0 | 
67.51 | 0 | 0 | 3.0 | 0 | 0 | 1 | 8.0 | 
68.51 | 0 | 0 | 3.1 | 0 | 1 | 0 | 8.25 | 
68.51 | 0 | 0 | 3.1 | 0 | 0 | 1 | 0 | 
69.51 | 0 | 0 | 3.2 | 0 | 1 | 0 | 0 | 
69.51 | 0 | 0 | 3.2 | 0 | 0 | 1 | 8.0 | 
70.51 | 0 | 0 | 3.3 | 0 | 1 | 0 | 6.5 | 
70.51 | 0 | 0 | 3.3 | 0 | 0 | 1 | 3.53 | 
71.51 | 0 | 0 | 3.4 | 0 | 1 | 0 | 3.5 | 
71.51 | 0 | 0 | 3.4 | 0 | 0 | 1 | 0 | 
87.51 | 0 | 0 | 4.9 | 0 | 1 | 0 | 10000.0 | 
87.51 | 0 | 0 | 4.9 | 0 | 0 | 1 | 0 | 
88.51 | 0 | 0 | 5.0 | 1 | 1 | 0 | 0 | 
88.51 | 0 | 0 | 5.0 | 1 | 0 | 1 | 0 | 
72.51 | 0 | 0 | 3.5 | 0 | 1 | 0 | 4.0 | 
72.51 | 0 | 0 | 3.5 | 0 | 0 | 1 | 0 | 
73.51 | 0 | 0 | 3.6 | 0 | 1 | 0 | 4.5 | 
73.51 | 0 | 0 | 3.6 | 0 | 0 | 1 | 0 | 
74.51 | 0 | 0 | 3.7 | 0 | 1 | 0 | 5.0 | 
74.51 | 0 | 0 | 3.7 | 0 | 0 | 1 | 0 | 
75.51 | 0 | 0 | 3.8 | 0 | 1 | 0 | 5.5 | 
75.51 | 0 | 0 | 3.8 | 0 | 0 | 1 | 0 | 
76.51 | 0 | 0 | 3.9 | 0 | 1 | 0 | 6.0 | 
76.51 | 0 | 0 | 3.9 | 0 | 0 | 1 | 0 | 
77.51 | 0 | 0 | 4.0 | 0 | 1 | 0 | 6.5 | 
77.51 | 0 | 0 | 4.0 | 0 | 0 | 1 | 0 | 
78.51 | 0 | 0 | 4.1 | 0 | 1 | 0 | 689.36 | 
78.51 | 0 | 0 | 4.1 | 0 | 0 | 1 | 0 | 
